qty_slash_url,qty_questionmark_url,qty_equal_url,qty_and_url,qty_space_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_dollar_url,qty_tld_url,qty_at_domain,qty_tilde_domain,qty_comma_domain,qty_asterisk_domain,qty_dollar_domain,qty_percent_domain,domain_length,domain_in_ip,server_client_domain,qty_hyphen_directory,qty_underline_directory,qty_at_directory,qty_and_directory,qty_exclamation_directory,qty_space_directory,qty_plus_directory,qty_hashtag_directory,qty_dollar_directory,qty_percent_directory,directory_length,qty_dot_file,qty_hyphen_file,qty_underline_file,qty_slash_file,qty_questionmark_file,qty_at_file,qty_space_file,qty_plus_file,qty_hashtag_file,qty_percent_file,qty_dot_params,qty_slash_params,qty_equal_params,qty_at_params,qty_comma_params,qty_asterisk_params,qty_dollar_params,qty_percent_params,tld_present_params,time_response,time_domain_expiration,qty_ip_resolved,qty_nameservers,qty_mx_servers,ttl_hostname,tls_ssl_certificate,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.409373,228,1,2,2,581,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.791376,277,4,3,3,21599,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.36908,-1,1,3,2,14397,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.289853,543,2,3,1,292,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.591012,-1,1,2,2,54,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.632477,194,1,1,0,3582,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.397223,-1,1,3,1,2787,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,0,0
3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,-1,146,1,4,5,270,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,-1,0,0,-1,0,0
3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.567555,-1,1,2,5,11244,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.729285,-1,1,2,0,289,1,0
5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.529008,-1,1,3,1,14382,0,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.000719,1037,1,4,0,282,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.513395,-1,1,4,5,14378,1,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.609251,45,1,3,0,21579,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1,0,0
4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,-1,786,-1,2,0,-1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.620819,47,4,2,1,897,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.369334,799,1,2,1,21598,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.540741,-1,1,2,1,299,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.186403,-1,4,4,7,53,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1,0,0
13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,1,1,0,0,0,0,0,0,0,104,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.26435,-1,1,2,1,10792,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.153028,-1,1,2,2,14392,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,4,0,-1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.892157,-1,1,6,5,21590,0,0
7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,2,2,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.131435,347,1,2,0,298,0,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.402074,258,1,2,0,591,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.286319,333,1,2,2,595,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.330458,116,2,2,1,298,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,13,1,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.140912,-1,1,2,1,3592,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.936854,419,1,2,2,3598,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.323168,729,1,4,1,1792,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.378968,-1,1,3,1,21599,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.698835,257,1,2,1,12561,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.324327,-1,2,4,5,54,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.173626,-1,4,3,1,892,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.097489,298,1,5,1,53,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.491648,278,1,4,0,3595,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.426554,2707,2,4,5,292,1,1
5,0,11,11,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,1,1,0.313805,331,1,3,1,592,0,1
3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,2,1,14380,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.400889,1683,1,2,5,295,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.66965,48,1,2,1,14387,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.055751,1571,1,2,1,1242,0,0
4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,786,-1,2,0,-1,0,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,0,7185,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.351496,239,1,2,1,3597,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.140127,322,1,2,0,586,0,0
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.368042,197,1,2,1,3791,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.354934,369,1,2,5,291,1,0
3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.060457,155,1,2,1,5813,0,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,3,2,0,0,0,0,0,0,0,0,51,1,2,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.448199,1559,1,2,2,7195,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.341257,508,1,2,1,4871,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.556788,1520,1,2,2,590,1,0
7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,2,1,0,0,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.384194,215,1,6,2,68,0,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.874852,-1,1,1,1,41,1,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.183235,-1,1,4,5,237,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.087341,225,2,2,1,292,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.870643,147,1,2,1,590,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.853077,129,1,2,1,14399,1,0
5,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0.343632,6,1,2,2,1534,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.146157,207,3,3,0,28,0,1
4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33322,1458,1,2,5,555,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.415117,108,1,3,4,3598,0,0
